央视高码,#genre#
黃金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華經典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
i-Fun 動漫台,http://aktv.top/AKTV/live/aktv2/ifun/AKTV.m3u8
Now星影台,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8
Now爆谷台,http://aktv.top/AKTV/live/aktv2/now-1/AKTV.m3u8
viutv 99,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
viutv6 96,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
无线新闻台(北美),http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8
東森新聞,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8
Animax-HK,http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
DW,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8
France 24,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
KIX,http://aktv.top/AKTV/live/aktv3/kix/AKTV.m3u8
Love Nature HD,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
NHK World-Japan,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
NHK東京総合,http://aktv.top/AKTV/live/aktv3/nhk/AKTV.m3u8
Nick Jr,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv3/rockaction/AKTV.m3u8
Thrill,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
ZooMoo,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
亞洲新聞台,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
東方衛視國際頻道,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
無線衛星新聞台,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8


HKDVB,#genre#

Jade 翡翠台,https://live.hkdvb.com/hls/live/81.m3u8?token=660938530794730&edge=edge1.hkdvb.com
TVB PLUS,https://live.hkdvb.com/hls/live/82.m3u8?token=660938530794730&edge=edge1.hkdvb.com
News 新聞台,https://live.hkdvb.com/hls/live/83.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Pearl 明珠台,https://live.hkdvb.com/hls/live/84.m3u8?token=660938530794730&edge=edge1.hkdvb.com
鳳凰香港台,https://live.hkdvb.com/hls/live/85.m3u8?token=660938530794730&edge=edge1.hkdvb.com
華語劇台,https://live.hkdvb.com/hls/live/89.m3u8?token=660938530794730&edge=edge1.hkdvb.com
黃金華劇台,https://live.hkdvb.com/hls/live/90.m3u8?token=660938530794730&edge=edge1.hkdvb.com
粵語片台,https://live.hkdvb.com/hls/live/200.m3u8?token=660938530794730&edge=edge1.hkdvb.com
美亞電影台,https://live.hkdvb.com/hls/live/201.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Popc,https://live.hkdvb.com/hls/live/206.m3u8?token=660938530794730&edge=edge1.hkdvb.com
翡翠4K,https://live.hkdvb.com/hls/live/800.m3u8?token=660938530794730&edge=edge1.hkdvb.com
HOY TV,https://live.hkdvb.com/hls/live/77.m3u8?token=660938530794730&edge=edge1.hkdvb.com
HOY TV 資訊台,https://live.hkdvb.com/hls/live/78.m3u8?token=660938530794730&edge=edge1.hkdvb.com
HOY 國際財經台,https://live.hkdvb.com/hls/live/76.m3u8?token=660938530794730&edge=edge1.hkdvb.com
ViuTV,https://live.hkdvb.com/hls/live/99.m3u8?token=660938530794730&edge=edge1.hkdvb.com
ViuTV Six,https://live.hkdvb.com/hls/live/96.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Now Popcorn 爆谷台,https://live.hkdvb.com/hls/live/133.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Now Superstars 星影台,https://live.hkdvb.com/hls/live/138.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Now NEWS 新聞台,https://live.hkdvb.com/hls/live/332.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Now Sports 英超1台,https://live.hkdvb.com/hls/live/621.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Now Sports Prime,https://live.hkdvb.com/hls/live/630.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Now Sports 632,https://live.hkdvb.com/hls/live/632.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Now Sports 641,https://live.hkdvb.com/hls/live/641.m3u8?token=660938530794730&edge=edge1.hkdvb.com
Now Sports 642,https://live.hkdvb.com/hls/live/642.m3u8?token=660938530794730&edge=edge1.hkdvb.com
港台電視 31,https://live.hkdvb.com/hls/live/31.m3u8?token=660938530794730&edge=edge1.hkdvb.com
港台電視 32,https://live.hkdvb.com/hls/live/32.m3u8?token=660938530794730&edge=edge1.hkdvb.com


台湾代理,#genre#

民視,https://tv.banye.tech:7777/litv/4gtv-4gtv002
民視第一台,https://tv.banye.tech:7777/litv/4gtv-4gtv003
民視新聞台,https://tv.banye.tech:7777/litv/litv-ftv13
民視台灣台,https://tv.banye.tech:7777/litv/4gtv-4gtv001
民視影劇台,https://tv.banye.tech:7777/litv/litv-ftv09
民視旅遊台,https://tv.banye.tech:7777/litv/litv-ftv07
民視綜藝台,https://tv.banye.tech:7777/litv/4gtv-4gtv004
中視,https://tv.banye.tech:7777/litv/4gtv-4gtv040
中視新聞台,https://tv.banye.tech:7777/litv/4gtv-4gtv074
中視經典台,https://tv.banye.tech:7777/litv/4gtv-4gtv080
中視菁采台,https://tv.banye.tech:7777/litv/4gtv-4gtv064
中天新聞台,https://tv.banye.tech:7777/litv/4gtv-4gtv009
中天亞洲台,https://tv.banye.tech:7777/litv/4gtv-4gtv109
華視,https://tv.banye.tech:7777/litv/4gtv-4gtv041
華視新聞,https://tv.banye.tech:7777/litv/4gtv-4gtv052
靖天綜合台,https://tv.banye.tech:7777/litv/4gtv-4gtv046
靖天國際台,https://tv.banye.tech:7777/litv/4gtv-4gtv063
靖天戲劇台,https://tv.banye.tech:7777/litv/4gtv-4gtv058
靖天日本台,https://tv.banye.tech:7777/litv/4gtv-4gtv047
靖天映畫台,https://tv.banye.tech:7777/litv/4gtv-4gtv055
靖天卡通台,https://tv.banye.tech:7777/litv/4gtv-4gtv044
靖天育樂台,https://tv.banye.tech:7777/litv/4gtv-4gtv062
靖天資訊台,https://tv.banye.tech:7777/litv/4gtv-4gtv065
靖天電影台,https://tv.banye.tech:7777/litv/4gtv-4gtv061
靖天歡樂台,https://tv.banye.tech:7777/litv/4gtv-4gtv054
龍華偶像台,https://tv.banye.tech:7777/litv/litv-longturn12
龍華卡通台,https://tv.banye.tech:7777/litv/litv-longturn01
龍華戲劇台,https://tv.banye.tech:7777/litv/litv-longturn18
龍華日韓台,https://tv.banye.tech:7777/litv/litv-longturn11
龍華經典台,https://tv.banye.tech:7777/litv/litv-longturn21
龍華電影台,https://tv.banye.tech:7777/litv/litv-longturn03
靖洋戲劇台,https://tv.banye.tech:7777/litv/4gtv-4gtv045
靖洋卡通 Nice Bingo,https://tv.banye.tech:7777/litv/4gtv-4gtv057
寰宇新聞台,https://tv.banye.tech:7777/litv/litv-longturn14
寰宇新聞台灣台,https://tv.banye.tech:7777/litv/litv-longturn15
寰宇財經台,https://tv.banye.tech:7777/litv/litv-longturn23
TVBS,https://tv.banye.tech:7777/litv/4gtv-4gtv073
TVBS 新聞台,https://tv.banye.tech:7777/litv/4gtv-4gtv072
TVBS 綜藝台,https://tv.banye.tech:7777/4gtv/284
TVBS 歡樂台,https://tv.banye.tech:7777/litv/4gtv-4gtv068
TVBS 精采台,https://tv.banye.tech:7777/litv/4gtv-4gtv067
TVBS 台劇台,https://tv.banye.tech:7777/4gtv/285
八大精彩台,https://tv.banye.tech:7777/litv/4gtv-4gtv034
八大綜藝台,https://tv.banye.tech:7777/litv/4gtv-4gtv039
三立綜合台,https://tv.banye.tech:7777/4gtv/169
三立 iNEWS,https://tv.banye.tech:7777/4gtv/229
台視,https://tv.banye.tech:7777/litv/4gtv-4gtv066
台視新聞台,https://tv.banye.tech:7777/litv/4gtv-4gtv051
台視財經台,https://tv.banye.tech:7777/litv/4gtv-4gtv056
博斯運動一台,https://tv.banye.tech:7777/litv/litv-longturn07
博斯運動二台,https://tv.banye.tech:7777/litv/litv-longturn08
博斯無限台,https://tv.banye.tech:7777/litv/litv-longturn10
博斯無限二台,https://tv.banye.tech:7777/litv/litv-longturn13
博斯網球台,https://tv.banye.tech:7777/litv/litv-longturn09
博斯高球台,https://tv.banye.tech:7777/litv/litv-longturn05
博斯高球二台,https://tv.banye.tech:7777/litv/litv-longturn06
博斯魅力台,https://tv.banye.tech:7777/litv/litv-longturn04
ELTA 娛樂台,https://tv.banye.tech:7777/litv/4gtv-4gtv070
ELTA 生活旅遊,https://tv.banye.tech:7777/4gtv/237
ELTV 生活英語,https://tv.banye.tech:7777/litv/litv-longturn20
東森新聞,https://tv.banye.tech:7777/litv/4gtv-4gtv152
東森財經新聞,https://tv.banye.tech:7777/litv/4gtv-4gtv153
非凡新聞台,https://tv.banye.tech:7777/litv/4gtv-4gtv010
非凡商業台,https://tv.banye.tech:7777/litv/4gtv-4gtv048
鏡電視新聞台,https://tv.banye.tech:7777/litv/4gtv-4gtv075
CNBC Asia 財經台,https://tv.banye.tech:7777/4gtv/235
亞洲旅遊台,https://tv.banye.tech:7777/litv/litv-longturn17
GINX Esports TV,https://tv.banye.tech:7777/litv/4gtv-4gtv053
TechStorm,https://tv.banye.tech:7777/4gtv/181
時尚運動X,https://tv.banye.tech:7777/4gtv/277
智林體育台,https://tv.banye.tech:7777/litv/4gtv-4gtv101
TraceSports,https://tv.banye.tech:7777/litv/4gtv-4gtv077
影迷數位紀實台,https://tv.banye.tech:7777/4gtv/212
影迷數位電影台,https://tv.banye.tech:7777/litv/4gtv-4gtv011
AMC 電影台,https://tv.banye.tech:7777/litv/4gtv-4gtv017
CatchPlay 電影台,https://tv.banye.tech:7777/litv/4gtv-4gtv076
My Cinema Europe HD 我的歐洲電影,https://tv.banye.tech:7777/4gtv/176
公視戲劇台,https://tv.banye.tech:7777/litv/4gtv-4gtv042
采昌影劇台,https://tv.banye.tech:7777/litv/4gtv-4gtv049
台灣戲劇台,https://tv.banye.tech:7777/litv/litv-longturn22
戲劇免費看 1台,https://tv.banye.tech:7777/4gtv/270
戲劇免費看 2台,https://tv.banye.tech:7777/4gtv/244
經典電影台,https://tv.banye.tech:7777/4gtv/201
電影免費看 2台,https://tv.banye.tech:7777/4gtv/245
電影原聲台 CMusic,https://tv.banye.tech:7777/4gtv/218
花系列 經典劇場,https://tv.banye.tech:7777/4gtv/279
CinemaWorld,https://tv.banye.tech:7777/4gtv/225
HITS 頻道,https://tv.banye.tech:7777/4gtv/186
Rock Action,https://tv.banye.tech:7777/4gtv/180
Rock Entertainment,https://tv.banye.tech:7777/4gtv/275
金光布袋戲,https://tv.banye.tech:7777/4gtv/236
霹靂布袋戲,https://tv.banye.tech:7777/4gtv/301
DreamWorks 夢工廠動畫,https://tv.banye.tech:7777/4gtv/282
Nickelodeon,https://tv.banye.tech:7777/4gtv/185
Nick Jr. 兒童頻道,https://tv.banye.tech:7777/4gtv/219
i-Fun 動漫台,https://tv.banye.tech:7777/litv/litv-ftv15
兒童卡通台,https://tv.banye.tech:7777/4gtv/269
精選動漫台,https://tv.banye.tech:7777/4gtv/204
經典卡通台,https://tv.banye.tech:7777/4gtv/202
達文西頻道,https://tv.banye.tech:7777/litv/4gtv-4gtv018
超人力霸王整套看,https://tv.banye.tech:7777/4gtv/278
MOMO 親子台,https://tv.banye.tech:7777/4gtv/231
LiveABC 互動英語台,https://tv.banye.tech:7777/4gtv/188
Classica 古典樂,https://tv.banye.tech:7777/litv/4gtv-4gtv059
Lifetime 娛樂頻道,https://tv.banye.tech:7777/4gtv/217
MTV Live HD 音樂頻道,https://tv.banye.tech:7777/4gtv/213
Mezzo Live,https://tv.banye.tech:7777/litv/4gtv-4gtv083
豬哥亮歌廳秀,https://tv.banye.tech:7777/litv/4gtv-4gtv006
Trace Urban,https://tv.banye.tech:7777/litv/4gtv-4gtv082
Global Trekker,https://tv.banye.tech:7777/4gtv/252
韓國娛樂台,https://tv.banye.tech:7777/litv/4gtv-4gtv016
LUXE TV,https://tv.banye.tech:7777/4gtv/175
Pet Club TV,https://tv.banye.tech:7777/4gtv/182
TV5MONDE Style,https://tv.banye.tech:7777/4gtv/178
車迷 TV,https://tv.banye.tech:7777/4gtv/160
Love Nature,https://tv.banye.tech:7777/4gtv/139
Fun 探索娛樂台,https://tv.banye.tech:7777/4gtv/274
幸福空間居家台,https://tv.banye.tech:7777/4gtv/168
Arirang TV,https://tv.banye.tech:7777/litv/4gtv-4gtv079
Bloomberg TV,https://tv.banye.tech:7777/4gtv/283
VOA 美國之音,https://tv.banye.tech:7777/litv/litv-ftv03
DW德國之聲,https://tv.banye.tech:7777/4gtv/226
SBN 全球財經台,https://tv.banye.tech:7777/4gtv/224
半島國際新聞台,https://tv.banye.tech:7777/litv/litv-ftv10
第1商業台,https://tv.banye.tech:7777/litv/4gtv-4gtv104
History 歷史頻道,https://tv.banye.tech:7777/4gtv/214
CI 罪案偵查頻道,https://tv.banye.tech:7777/4gtv/215
Smart 知識台,https://tv.banye.tech:7777/litv/litv-longturn19
視納華仁紀實頻道,https://tv.banye.tech:7777/litv/4gtv-4gtv013
原住民族電視台,https://tv.banye.tech:7777/4gtv/273
客家電視台,https://tv.banye.tech:7777/litv/4gtv-4gtv043
滾動力 Rollor,https://tv.banye.tech:7777/4gtv/249
好消息,https://tv.banye.tech:7777/litv/litv-ftv16
好消息2台,https://tv.banye.tech:7777/litv/litv-ftv17
大愛電視,https://tv.banye.tech:7777/4gtv/209
大愛電視2,https://tv.banye.tech:7777/4gtv/230
人間衛視,https://tv.banye.tech:7777/4gtv/210
國會頻道1,https://tv.banye.tech:7777/litv/4gtv-4gtv084
國會頻道2,https://tv.banye.tech:7777/litv/4gtv-4gtv085
東森購物一台,https://tv.banye.tech:7777/4gtv/173
東森購物二台,https://tv.banye.tech:7777/4gtv/174
東森購物三台,https://tv.banye.tech:7777/4gtv/287
東森購物四台,https://tv.banye.tech:7777/4gtv/286

Stream线路,#genre#

華麗(翡翠台),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp9630qjkf&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt9441uehk&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
TVB Plus,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt5066brnp&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
無綫新聞台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt9520wczv&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠台.新加坡_粵語(tvbanywhere),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt0469vnjw&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠台.新加坡_國語(tvbanywhere),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt4497qjqs&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
生活台(tvbanywhere),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt8830wedj&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠台.澳新時區(tvbanywhere),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt1166qajp&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠台.英國時區(tvbanywhere),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt5029mbme&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠台.美加東岸時區(tvbanywhere),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt4015pgmt&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠台.美加西岸時區(tvbanywhere),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt4758qqge&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
無綫新聞台(tvbanywhere),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt9581hpth&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠1台(北美),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt6261scdh&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠綜合台J1(北美),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt6674fvfw&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠劇集台(北美),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt7975thbb&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
明珠劇集台(北美),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt8093nwjw&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
翡翠娛樂台(北美),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt4945avfr&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
now新聞台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt8540jqkj&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
now財經台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt4491msqt&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
ViuTV96,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt9904rsek&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
ViuTV99,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt6007gnfm&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
港台电视31,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt1888vcfc&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
港台电视32,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt1803rbbg&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
港台电视33(CCTV 1),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt6539pahe&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
港台电视34(CGTN Doc),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt1023vdwj&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
港台电视35(CGTN News),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt6930swed&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
中央綜合台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=chn4778kuzm&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
中文國際台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=chn5215hshe&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
中央新聞台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=chn7902kdpt&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
76國際財經,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt0223cqwz&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
77開電視,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt8433fqwv&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
78資訊台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt5019erdw&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
鳳凰衛視資訊台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt6124chnj&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
鳳凰衛視中文台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt9533gdwb&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
鳳凰衛視香港台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt8587qdwm&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
TVB娛樂新聞台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt9886zrkt&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
viu劇集台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt5255krhd&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
now華劇台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt8623kcqc&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
now紫金國際,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt0280kuqb&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
TVB星河台(粵語),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp3446jedv&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
TVB星河台(國語),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp5481nbcs&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
TVB千禧經典台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp7489qzen&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
Astro天映頻道(粵語),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp7522emte&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
Astro天映頻道(國語),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp3733uqvp&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
天映頻道(新加坡),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp1199pmqt&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
MytvSuper Free,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt4146ukaf&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
TVB亞洲劇台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt1225frcv&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
TVB華語劇台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt9357zphk&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
美亞電影台(粵語),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt9715fsed&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
美亞電影台(國語),https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt3209zcws&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
功夫台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt8287gdpc&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
now爆谷電影台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt1993rabf&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
now爆谷星影台,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=hkt2950uvrv&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
Astro AEC,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp2216rqvj&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
Astro QuanJia,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp6299ggcd&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
Astro Hua Hee Dai,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp5535wsur&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
Asian Food Network,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp3151sdtr&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
Astro iQIYI,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp0850fbvr&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
八度空間,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp5883jkej&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
新加坡5頻道,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp7935dwga&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
新加坡8頻道,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp1301upwk&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
新加坡U頻道,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp8634casd&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
Hub都會,https://sc2025.stream-link.org/playlist/1708021337d8.php?id=sgp1242qthb&token=04cf65ad-754b-4957-a09b-70947bd5eeac&hmac=dbc143f1b2cde90abdfbaa2d65b1d262
